,Name of the Company,BSE_Symbol,NSE_Symbol
3499,Vikalp Securities Ltd,531334,
3500,P B A Infrastructure Ltd,532676,
3501,ANS Industries Ltd,531406,
3502,Eurotex Industries and Exports Ltd,521014,EUROTEXIND
3503,Gyan Developers & Builders Ltd,530141,
3504,J J Finance Corporation Ltd,523062,
3505,BKM Industries Ltd,539043,BKMINDST
3506,Ador Multi Products Ltd,523120,
3507,Inani Securities Ltd,531672,
3508,Shree Ganesh Elastoplast Ltd,530797,
3509,Rajdarshan Industries Ltd,526662,ARENTERP
3510,Amraworld Agrico Ltd,531991,
3511,MPL Plastics Ltd,526143,
3512,Pasari Spinning Mills Ltd,521080,
3513,United Leasing & Industries Ltd,507808,
3514,Shree Steel Wire Ropes Ltd,513488,
3515,Simplex Mills Company Ltd,533018,
3516,Groarc Industries India Ltd,532315,
3517,Nyssa Corporation Ltd,504378,
3518,Rajputana Investment & Finance Ltd,539090,
3519,Rajath Finance Ltd,507962,
3520,Elegant Floriculture & Agrotech (India) Ltd,526473,
3521,Photoquip India Ltd,526588,
3522,Raasi Refractories Ltd,502271,
3523,Symbiox Investment & Trading Co Ltd,539278,
3524,Svaraj Trading & Agencies Ltd,503624,
3525,Santosh Fine Fab Ltd,530035,
3526,Colinz Laboratories Ltd,531210,
3527,Indo-City Infotech Ltd,532100,
3528,Sri Chakra Cement Ltd,518053,
3529,7NR Retail Ltd,540615,
3530,Jindal Leasefin Ltd,539947,
3531,Adinath Textiles Ltd,514113,
3532,Quantum Build-Tech Ltd,538596,
3533,Burnpur Cement Ltd,532931,BURNPUR
3534,Vaghani Techno-Build Ltd,531676,
3535,Decipher Labs Ltd,524752,
3536,Creative Eye Ltd,532392,CREATIVEYE
3537,Ladam Affordable Housing Ltd,540026,
3538,IMEC Services Ltd,513295,
3539,FGP Ltd,500142,
3540,Golechha Global Finance Ltd,531360,
3541,Indergiri Finance Ltd,531505,
3542,SC Agrotech Ltd,526081,
3543,Unistar Multimedia Ltd,532035,
3544,Monind Ltd,532078,
3545,Unjha Formulations Ltd,531762,
3546,Dhenu Buildcon Infra Ltd,501945,
3547,Kkalpana Plastick Ltd,523652,
3548,Mega Fin (India) Ltd,532105,
3549,Venmax Drugs & Pharmaceuticals Ltd,531015,
3550,Octal Credit Capital Ltd,538894,
3551,Triton Corp. Ltd,523387,
3552,Tulasee Bio-Ethanol Ltd,524514,
3553,Bharat Textiles & Proofing Industries Ltd,531029,
3554,Skyline Ventures India Ltd,538919,
3555,Padmanabh Alloys & Polymers Ltd,531779,
3556,Shree Hanuman Sugar & Industries Ltd,537709,
3557,Chemiesynth (Vapi) Ltd,539230,
3558,NMS Global Ltd,522289,
3559,Trinity League India Ltd,531846,
3560,Rama Petrochemicals Ltd,500358,
3561,Sanathnagar Enterprises Ltd,509423,
3562,Senthil Infotek Ltd,531980,
3563,Esha Media Research Ltd,531259,
3564,Millennium Online Solutions (India) Ltd,511187,
3565,Welterman International Ltd,526431,
3566,Krishna Capital & Securities Ltd,539384,
3567,Seven Hill Industries Ltd,511760,
3568,Uniroyal Marine Exports Ltd,526113,
3569,Meyer Apparel Ltd,531613,
3570,Shakti Press Ltd,526841,
3571,R G F Capital Markets Ltd,539669,
3572,GTN Textiles Ltd,532744,
3573,Manipal Finance Corporation Ltd,507938,
3574,Premier Ltd,500540,PREMIER
3575,ISF Ltd,526859,
3576,Tacent Projects Ltd,531887,
3577,Minaxi Textiles Ltd,531456,
3578,Olympic Oil Industries Ltd,507609,
3579,Eastcoast Steel Ltd,520081,
3580,RSC International Ltd,530179,
3581,Ortin Global Ltd,539287,ORTINGLOBE
3582,Ind-Agiv Commerce Ltd,517077,
3583,Vaxfab Enterprises Ltd,542803,
3584,Kuwer Industries Ltd,530421,
3585,Indo Euro Indchem Ltd,524458,
3586,Aanchal Ispat Ltd,538812,
3587,Bhagawati Oxygen Ltd,509449,
3588,Garodia Chemical Ltd,530161,
3589,Ganesh Holdings Ltd,504397,
3590,Gallops Enterprise Ltd,531902,
3591,Pasupati Fincap Ltd,511734,
3592,Euro Leder Fashion Ltd,526468,
3593,Libord Securities Ltd,531027,
3594,Munoth Communication Ltd,511401,
3595,BCL Enterprises Ltd,539621,
3596,Galaxy Agrico Exports Ltd,531911,
3597,Vivanza Biosciences Ltd,530057,
3598,Panther Industrial Products Ltd,524055,
3599,Alps Industries Ltd,530715,ALPSINDUS
3600,Mount Housing & Infrastructure Ltd,542864,
3601,iStreet Network Ltd,524622,
3602,Prism Medico & Pharmacy Ltd,512217,
3603,Naksh Precious Metals Ltd,539402,
3604,Pratiksha Chemicals Ltd,531257,
3605,Ambassador Intra Holdings Ltd,542524,
3606,Sea TV Network Ltd,533268,
3607,Stanpacks (India) Ltd,530931,
3608,Glittek Granites Ltd,513528,
3609,Sanchay Finvest Ltd,511563,
3610,UTL Industries Ltd,500426,
3611,Milestone Global Ltd,531338,
3612,Longview Tea Company Ltd,526568,
3613,OTCO International Ltd,523151,
3614,Abate As Industries Ltd,531658,
3615,Gagan Gases Ltd,524624,
3616,Classic Leasing & Finance Ltd,540481,
3617,Nouveau Global Ventures Ltd,531465,
3618,Checkpoint Trends Ltd,531099,
3619,VCU Data Management Ltd,536672,
3620,Rich Universe Network Ltd,530271,
3621,High Street Filatex Ltd,531301,
3622,CDG Petchem Ltd,534796,
3623,Promact Impex Ltd,526494,
3624,Objectone Information Systems Ltd,535657,
3625,Filmcity Media Ltd,531486,
3626,Tirth Plastic Ltd,526675,
3627,RLF Ltd,512618,
3628,Suncity Synthetics Ltd,530795,
3629,Tamilnadu Steel Tubes Ltd,513540,
3630,Jain Marmo Industries Ltd,539119,
3631,SRM Energy Ltd,523222,
3632,Shah Foods Ltd,519031,
3633,Enterprise International Ltd,526574,
3634,Alchemist Corporation Ltd,531409,
3635,Adline Chem Lab Ltd,524604,
3636,Ramasigns Industries Ltd,515127,
3637,Mystic Electronics Ltd,535205,
3638,Jayatma Industries Ltd,531323,
3639,Sabrimala Industries India Ltd,540132,
3640,AMS Polymers Ltd,540066,
3641,Darjeeling Ropeway Company Ltd,539770,
3642,Stellant Securities (India) Ltd,526071,
3643,Standard Shoe Sole & Mould India Ltd,523351,
3644,Super Bakers (India) Ltd,530735,
3645,Panafic Industrials Ltd,538860,
3646,Padmalaya Telefilms Ltd,532350,PADMALAYAT
3647,Supertex Industries Ltd,526133,
3648,Vision Cinemas Ltd,526441,
3649,Polytex India Ltd,512481,
3650,Mathew Easow Research Securities Ltd,511688,
3651,Peeti Securities Ltd,531352,
3652,Dhanvantri Jeevan Rekha Ltd,531043,
3653,Golden Carpets Ltd,531928,
3654,Devine Impex Ltd,531585,
3655,Premier Synthetics Ltd,509835,
3656,Shashank Traders Ltd,540221,
3657,AVI Products India Ltd,523896,
3658,Pankaj Polymers Ltd,531280,
3659,Hypersoft Technologies Ltd,539724,
3660,Fraser and Company Ltd,539032,
3661,Worldwide Aluminium Ltd,526525,
3662,Shree Salasar Investments Ltd,503635,
3663,Haria Exports Ltd,512604,
3664,Saianand Commercial Ltd,512097,
3665,Agio Paper & Industries Ltd,516020,
3666,Anna Infrastructures Ltd,530799,
3667,Nikki Global Finance Ltd,531272,
3668,Nexus Surgical and Medicare Ltd,538874,
3669,Thirani Projects Ltd,538464,
3670,Simplex Papers Ltd,533019,
3671,Parker Agrochem Exports Ltd,524628,
3672,Abhinav Leasing & Finance Ltd,538952,
3673,Amit International Ltd,531300,
3674,Explicit Finance Ltd,530571,
3675,BGIL Films & Technologies Ltd,511664,
3676,Shivamshree Businesses Ltd,538520,
3677,Mahalaxmi Seamless Ltd,513460,
3678,Hittco Tools Ltd,531661,
3679,Hasti Finance Ltd,531387,
3680,MFS Intercorp Ltd,513721,
3681,Vinayak Polycon International Ltd,534639,
3682,Bloom Dekor Ltd,526225,
3683,Indian Link Chain Manufacturers Ltd,504746,
3684,Progrex Ventures Ltd,531265,
3685,Shantai Industries Ltd,512297,
3686,Universal Office Automation Ltd,523519,
3687,Haria Apparels Ltd,538081,
3688,Trio Mercantile & Trading Ltd,534755,
3689,Pioneer Agro Extracts Ltd,519439,
3690,Neelkanth Rockminerals Ltd,531049,
3691,Datiware Maritime Infra Ltd,519413,
3692,SGN Telecoms Ltd,531812,
3693,Kumbhat Financial Services Ltd,526869,
3694,Lead Financial Services Ltd,531288,
3695,Mid East Portfolio Management Ltd,526251,
3696,B J Duplex Boards Ltd,531647,
3697,C J Gelatine Products Ltd,507515,
3698,Prime Capital Market Ltd,535514,
3699,Siddha Ventures Ltd,530439,
3700,Mukta Agriculture Ltd,535204,
3701,Soma Papers & Industries Ltd,516038,
3702,Patidar Buildcon Ltd,524031,
3703,Woodsvilla Ltd,526959,
3704,Virgo Global Ltd,532354,
3705,Jayabharat Credit Ltd,501311,
3706,Hindustan Bio Sciences Ltd,532041,
3707,First Fintec Ltd,532379,
3708,Shree Manufacturing Company Ltd,503863,
3709,Longspur International Ventures Ltd,504340,
3710,Omega Ag Seeds (Punjab) Ltd,519479,
3711,Grandma Trading & Agencies Ltd,504369,
3712,Scan Projects Ltd,531797,
3713,Space Incubatrics Technologies Ltd,541890,
3714,Ramgopal Polytex Ltd,514223,RAMGOPOLY
3715,Ushakiran Finance Ltd,511507,
3716,Manor Estates & Industries Ltd,526115,
3717,Shamrock Industrial Co Ltd,531240,
3718,Integra Capital Ltd,531314,
3719,Purohit Construction Ltd,538993,
3720,Sheshadri Industries Ltd,539111,
3721,Melstar Information Technologies Ltd,532307,MELSTAR
3722,RCC Cements Ltd,531825,
3723,Hit Kit Global Solutions Ltd,532359,
3724,Quantum Digital Vision India Ltd,530281,
3725,Ambitious Plastomac Company Ltd,526439,
3726,Goyal Associates Ltd,530663,
3727,I Power Solutions India Ltd,512405,
3728,MPS Pharmaa Ltd,531686,
3729,Kinetic Trust Ltd,531274,
3730,Integrated Hitech Ltd,532303,
3731,International Data Management Ltd,517044,
3732,Oswal Overseas Ltd,531065,
3733,Svarnim Trade Udyog Ltd,539911,
3734,Flora Corporation Ltd,540267,
3735,Bijoy Hans Ltd,524723,
3736,Sunraj Diamond Exports Ltd,523425,
3737,CMI Ltd,517330,CMICABLES
3738,Agarwal Fortune India Ltd,530765,
3739,Mayur Floorings Ltd,531221,
3740,Pithampur Poly Products Ltd,530683,
3741,Khandelwal Extractions Ltd,519064,
3742,Kobo Biotech Ltd,531541,
3743,TeleCanor Global Ltd,530595,
3744,Aarcon Facilities Ltd,532024,
3745,Futuristic Securities Ltd,523113,
3746,Epsom Properties Ltd,531155,
3747,Sashwat Technocrats Ltd,506313,
3748,KLG Capital Services Ltd,530771,
3749,Ganon Products Ltd,512443,
3750,CitiPort Financial Services Ltd,531235,
3751,Amerise Biosciences Ltd,531681,
3752,Krishna Filament Industries Ltd,500248,KRISNAFILA
3753,Rajasthan Petro Synthetics Ltd,506975,RAJASPETRO
3754,Vision Corporation Ltd,531668,
3755,Capricorn Systems Global Solutions Ltd,512169,
3756,Sungold Capital Ltd,531433,
3757,Tiaan Consumer Ltd,540108,
3758,Dharani Finance Ltd,511451,
3759,Nutech Global Ltd,531304,
3760,Shree Precoated Steels Ltd,533110,
3761,Konndor Industries Ltd,532397,
3762,Prashant India Ltd,519014,
3763,Raghunath International Ltd,526813,
3764,Scintilla Commercial & Credit Ltd,538857,
3765,VXL Instruments Ltd,517399,
3766,CHD Chemicals Ltd,539800,
3767,Advance Syntex Ltd,539982,
3768,Starlite Components Ltd,517548,
3769,K Z Leasing & Finance Ltd,511728,
3770,PFL Infotech Ltd,531769,
3771,Mardia Samyoung Capillary Tubes Company Ltd,513544,
3772,Aravali Securities & Finance Ltd,512344,
3773,Suryo Foods & Industries Ltd,519604,
3774,Maruti Securities Ltd,531319,
3775,Mega Nirman & Industries Ltd,539767,
3776,Siddheswari Garments Ltd,526877,
3777,Swagtam Trading & Services Ltd,539406,
3778,Gratex Industries Ltd,526751,
3779,Aananda Lakshmi Spinning Mills Ltd,539096,
3780,Continental Controls Ltd,531460,
3781,GSL Securities Ltd,530469,
3782,Brawn Biotech Ltd,530207,
3783,Muzali Arts Ltd,539410,
3784,Vardhman Concrete Ltd,531444,
3785,Sarthak Global Ltd,530993,
3786,Incon Engineers Ltd,531594,
3787,Cindrella Financial Services Ltd,531283,
3788,KEN Financial Services Ltd,530547,
3789,Aadi Industries Ltd,530027,
3790,Saffron Industries Ltd,531436,
3791,Modella Woollens Ltd,503772,
3792,Olympic Cards Ltd,534190,
3793,Bharatiya Global Infomedia Ltd,533499,BGLOBAL
3794,Superior Finlease Ltd,539835,
3795,M P Agro Industries Ltd,506543,
3796,Brijlaxmi Leasing & Finance Ltd,532113,
3797,Sturdy Industries Ltd,530611,
3798,52 Weeks Entertainment Ltd,531925,
3799,Golkonda Aluminium Extrusions Ltd,513309,
3800,Wagend Infra Venture Ltd,503675,
3801,Galada Finance Ltd,538881,
3802,Jayatma Enterprises Ltd,539005,
3803,P.M. Telelinnks Ltd,513403,
3804,Mahasagar Travels Ltd,526795,
3805,CLIO Infotech Ltd,530839,
3806,Quintegra Solutions Ltd,532866,QUINTEGRA
3807,Aryan Share & Stock Brokers Ltd,542176,
3808,Lexoraa Industries Ltd,531944,
3809,Ontic Finserve Ltd,540386,
3810,M Lakhamsi Industries Ltd,512153,
3811,Beeyu Overseas Ltd,532645,
3812,Jainco Projects (India) Ltd,526865,
3813,Mahesh Developers Ltd,542677,
3814,Ashram Online.com Ltd,526187,
3815,United Textiles Ltd,521188,
3816,Sybly Industries Ltd,531499,
3817,Omni Axs Software Ltd,532340,
3818,Natura Hue Chem Ltd,531834,
3819,Shelter Infra Projects Ltd,526839,
3820,SAB Events & Governance Now Media Ltd,540081,SABEVENTS
3821,Kuber Udyog Ltd,539408,
3822,AVI Polymers Ltd,539288,
3823,Williamson Financial Services Ltd,519214,
3824,Bluegod Entertainment Ltd,539175,
3825,Voltaire Leasing & Finance Ltd,509038,
3826,Aviva Industries Ltd,512109,
3827,Sikozy Realtors Ltd,524642,
3828,Carnation Industries Ltd,530609,
3829,N2N Technologies Ltd,512279,
3830,Aditya Ispat Ltd,513513,
3831,Looks Health Services Ltd,534422,
3832,PAE Ltd,517230,
3833,Ishaan Infrastructure & Shelters Ltd,540134,
3834,Delta Industrial Resources Ltd,539596,
3835,Vintage Securities Ltd,531051,
3836,Omansh Enterprises Ltd,538537,
3837,Systematix Securities Ltd,531432,
3838,Universal Arts Ltd,532378,
3839,Atharv Enterprises Ltd,530187,
3840,Unitech International Ltd,531867,
3841,Coral Newsprints Ltd,530755,
3842,Ashiana Agro Industries Ltd,519174,
3843,Triumph International Finance India Ltd,532131,
3844,Swadha Nature Ltd,531039,
3845,Crimson Metal Engineering Company Ltd,526977,
3846,Tridev InfraEstates Ltd,531568,
3847,Padmanabh Industries Ltd,526905,
3848,Multipurpose Trading & Agencies Ltd,504356,
3849,Foundry Fuel Products Ltd,513579,
3850,Ashoka Refineries Ltd,526983,
3851,Ekam Leasing And Finance Co Ltd,530581,
3852,Gravity (India) Ltd,532015,
3853,Nihar Info Global Ltd,531083,
3854,Priya Ltd,524580,
3855,Innocorp Ltd,531929,
3856,Oscar Global Ltd,530173,
3857,Kanungo Financiers Ltd,540515,
3858,Elango Industries Ltd,513452,
3859,Diamant Infrastructure Ltd,508860,
3860,SW Investments Ltd,503659,
3861,Cistro Telelink Ltd,531775,
3862,Union Quality Plastics Ltd,526799,
3863,Hi-Klass Trading & Investment Ltd,542332,
3864,Shyama Computronics and Services Ltd,531219,
3865,Source Industries (India) Ltd,521036,
3866,B P Capital Ltd,536965,
3867,Bansisons Tea Industries Ltd,519353,
3868,Peoples Investment Ltd,501144,
3869,Mahaveer Infoway Ltd,539383,
3870,Decorous Investment And Trading Co Ltd,539405,
3871,Starlit Power Systems Ltd,538733,
3872,Adarsh Mercantile Ltd,538563,
3873,Premium Capital Market & Investments Ltd,511660,
3874,Radhagobind Commercial Ltd,539673,
3875,Uniworth Ltd,514144,
3876,Gopal Iron & Steels Co.(Gujarat) Ltd,531913,
3877,JPT Securities Ltd,530985,
3878,Encode Packaging India Ltd,530733,
3879,Gujarat Winding Systems Ltd,541627,
3880,Rajkot Investment Trust Ltd,539495,
3881,Shivansh Finserve Ltd,539593,
3882,Dolphin Medical Services Ltd,526504,
3883,Swadeshi Industries & Leasing Ltd,506863,
3884,Shiva Suitings Ltd,521003,
3885,Saptak Chem & Business Ltd,506906,
3886,Mayur Leather Products Ltd,531680,
3887,Purple Entertainment Ltd,540159,
3888,Vallabh Steels Ltd,513397,
3889,Amarnath Securities Ltd,538465,
3890,Transglobe Foods Ltd,519367,
3891,Thakkers Group Ltd,507530,
3892,Gangotri Textiles Ltd,521176,GANGOTRI
3893,ACE EduTrend Ltd,530093,
3894,Omkar Overseas Ltd,531496,
3895,Hemo Organic Ltd,524590,
3896,Pagaria Energy Ltd,531396,
3897,Kiran Syntex Ltd,530443,
3898,T. Spiritual World Ltd,532444,
3899,Heera Ispat Ltd,526967,
3900,Tricom Fruit Products Ltd,531716,
3901,Abhishek Infraventures Ltd,539544,
3902,Befound Movement Limited,511585,
3903,Deccan Polypacks Ltd,531989,
3904,Charms Industries Ltd,531327,
3905,Neogem India Ltd,526195,
3906,Jauss Polymers Ltd,526001,
3907,City Online Services Ltd,538674,
3908,Aar Shyam (India) Investment Company Ltd,542377,
3909,Madhur Industries Ltd,519279,
3910,Magnus Retail Ltd,517320,
3911,Chambal Breweries & Distilleries Ltd,512301,
3912,Surbhi Industries Ltd,514260,
3913,Khyati Multimedia Entertainment Ltd,531692,
3914,Gaekwar Mills Ltd,502850,
3915,Fourth Generation Information Systems Ltd,532403,
3916,Goldcoin Health Foods Ltd,538542,
3917,Rajeswari Infrastructure Ltd,526823,
3918,Sumeet Industries Ltd,514211,SUMEETINDS
3919,Arcee Industries Ltd,520121,
3920,TMT (I) Ltd,522171,
3921,Oswal Leasing Ltd,509099,
3922,Aneri Fincap Ltd,531252,
3923,McNally Bharat Engineering Company Ltd,532629,MBECL
3924,Anand Projects Ltd,501630,
3925,Geetanjali Credit and Capital Ltd,539486,
3926,Mahan Industries Ltd,531515,
3927,Sanguine Media Ltd,531898,
3928,ID Info Business Services Ltd,511260,
3929,Hindusthan Udyog Ltd,513039,
3930,Indo Credit Capital Ltd,526887,
3931,Revati Organics Ltd,524504,
3932,IDream Film Infrastructure Company Ltd,504375,
3933,BMB Music & Magnetics Ltd,531420,
3934,Vega Jewellers Ltd,512026,
3935,Sarvamangal Mercantile Co. Ltd,506190,
3936,Raymed Labs Ltd,531207,
3937,Rajvi Logitrade Ltd,511185,
3938,Baron Infotech Ltd,532336,
3939,G-Tech Info Training Ltd,532139,
3940,Sagar Soya Products Ltd,507663,
3941,Shah Construction Company Ltd,509870,
3942,Viaan Industries Ltd,537524,
3943,Gold Rock Investments Ltd,501111,
3944,India Radiators Ltd,505100,
3945,Manglam Global Corporations Ltd,503626,
3946,Magnanimous Trade & Finance Ltd,512377,
3947,Dugar Housing Developments Ltd,511634,
3948,Silicon Valley Infotech Ltd,531738,PRASGLOFIN
3949,Jupiter Industries & Leasing Ltd,507987,
3950,Nibe Ordnance & Maritime Ltd,512091,
3951,Hem Holdings & Trading Ltd,505520,
3952,Swastik Safe Deposit & Investments Ltd,501386,
3953,Procal Electronics India Ltd,526009,
3954,Turner Industries Ltd,531164,
3955,S R Industries Ltd,513515,
3956,Purity Flex Pack Ltd,523315,
3957,Euro Asia Exports Ltd,530929,
3958,Kanel Industries Ltd,500236,
3959,CLC Industries Ltd,521082,SPENTEX
3960,Mrugesh Trading Ltd,512065,
3961,Aakash Exploration Services Ltd,,AAKASH
3962,Aaron Industries Ltd,,AARON
3963,Aarvi Encon Ltd,,AARVI
3964,A B M International Ltd,,ABMINTLLTD
3965,Accuracy Shipping Ltd,,ACCURACY
3966,Ace Integrated Solutions Ltd,,ACEINTEG
3967,ACME Solar Holdings Ltd,544283,ACMESOLAR
3968,Afcons Infrastructure Ltd,544280,AFCONS
3969,Dr Agarwals Health Care Ltd,544350,AGARWALEYE
3970,Agro Phos India Ltd,,AGROPHOS
3971,Ahlada Engineers Ltd,,AHLADA
3972,Airo Lam Ltd,,AIROLAM
3973,Ajax Engineering Ltd,544356,AJAXENGG
3974,Ajooni Biotech Ltd,,AJOONI
3975,Akash Infraprojects Ltd,,AKASH
3976,AKG Exim Ltd,,AKG
3977,Akums Drugs & Pharmaceuticals Ltd,544222,AKUMS
3978,Ankit Metal & Power Ltd,532870,ANKITMETAL
3979,Antarctica Ltd,,ANTGRAPHIC
3980,Apollo Sindoori Hotels Ltd,,APOLSINHOT
3981,Amara Raja Energy & Mobility Ltd,500008,ARE%26M
3982,Arkade Developers Ltd,544261,ARKADE
3983,Art Nirman Ltd,,ARTNIRMAN
3984,Arvee Laboratories (India) Ltd,,ARVEE
3985,Aspinwall & Company Ltd,,ASPINWALL
3986,Bajaj Housing Finance Ltd,544252,BAJAJHFL
3987,Indef Manufacturing Ltd,544364,BAJAJINDEF
3988,Shree Tirupati Balajee Agro Trading Co. Ltd,544249,BALAJEE
3989,Balaxi Pharmaceuticals Ltd,,BALAXI
3990,Banka Bioloo Ltd,,BANKA
3991,Bansal Wire Industries Ltd,544209,BANSALWIRE
3992,Zinka Logistics Solutions Ltd,544288,BLACKBUCK
3993,Bohra Industries Ltd,,BOHRAIND
3994,BSE Ltd,,BSE
3995,Bombay Super Hybrid Seeds Ltd,,BSHSL
3996,Carraro India Ltd,544320,CARRARO
3997,Central Depository Services (India) Ltd,,CDSL
3998,Ceigall India Ltd,544223,CEIGALL
3999,Concord Enviro Systems Ltd,544315,CEWATER
4000,Compuage Infocom Ltd,532456,COMPINFO
4001,Consolidated Finvest & Holdings Ltd,,CONSOFINVT
4002,Creative Newtech Ltd,,CREATIVE
4003,Crown Lifters Ltd,,CROWN
4004,Dam Capital Advisors Ltd,544316,DAMCAPITAL
4005,Dangee Dums Ltd,,DANGEE
4006,Deepak Builders & Engineers India Ltd,544276,DBEIL
4007,Denta Water & Infra Solutions Ltd,544345,DENTA
4008,Diffusion Engineers Ltd,544264,DIFFNKG
4009,Debock Industries Ltd,,DIL
4010,India Power Corporation Ltd,,DPSCLTD
4011,E2E Networks Ltd,,E2E
4012,Ecos (India) Mobility & Hospitality Ltd,544239,ECOSMOBLTY
4013,Enviro Infra Engineers Ltd,544290,EIEL
4014,Euro India Fresh Foods Ltd,,EIFFL
4015,Elgi Rubber Company Ltd,,ELGIRUBCO
4016,Emcure Pharmaceuticals Ltd,544210,EMCURE
4017,Future Enterprises Ltd,523574,FEL
4018,Future Enterprises-DVR,570002,FELDVR
4019,Brainbees Solutions Ltd,544226,FIRSTCRY
4020,Future Lifestyle Fashions Ltd,536507,FLFL
4021,Focus Lighting & Fixtures Ltd,,FOCUS
4022,Future Supply Chain Solutions Ltd,540798,FSC
4023,Gala Precision Engineering Ltd,544244,GALAPREC
4024,Ganga Forging Ltd,,GANGAFORGE
4025,Garuda Construction and Engineering Ltd,544271,GARUDA
4026,GACM Technologies Ltd-DVR,570005,GATECHDVR
4027,Gayatri Projects Ltd,532767,GAYAPROJ
4028,Geekay Wires Ltd,,GEEKAYWIRE
4029,GKW Ltd,,GKWLIMITED
4030,Global Education Ltd,,GLOBAL
4031,Globale Tessile Ltd,544234,GLOBALE
4032,Globe Textiles (India) Ltd,,GLOBE
4033,GMR Power & Urban Infra Ltd,543490,GMRP%26UI
4034,Godavari Biorefineries Ltd,544279,GODAVARIB
4035,Godha Cabcon and Insulation Ltd,,GODHA
4036,Golden Tobacco Ltd,500151,GOLDENTOBC
4037,The Grob Tea Co Ltd,,GROBTEA
4038,G-Tec Janix Education Ltd,,GTECJAINX
4039,GVP Infotech Ltd,,GVPTECH
4040,GE Vernova T&D India Ltd,522275,GVT%26D
4041,HEC Infra Projects Ltd,,HECPROJECT
4042,Hexaware Technologies Ltd,544362,HEXT
4043,Hindcon Chemicals Ltd,,HINDCON
4044,Hyundai Motor India Ltd,544274,HYUNDAI
4045,ICE Make Refrigeration Ltd,,ICEMAKE
4046,Inventurus Knowledge Solutions Ltd,544309,IKS
4047,IL&FS Engineering & Construction Co Ltd,532907,IL%26FSENGG
4048,IL&FS Transportation Networks Ltd,533177,IL%26FSTRANS
4049,Indo Farm Equipment Ltd,544328,INDOFARM
4050,Interarch Building Products Ltd,544232,INTERARCH
4051,Iris Clothings Ltd,,IRISDOREME
4052,ITC Hotels Ltd,544325,ITCHOTELS
4053,Jammu and Kashmir Bank Ltd,532209,J%26KBANK
4054,Nandani Creation Ltd,,JAIPURKURT
4055,Jash Engineering Ltd,,JASH
4056,Jain Irrigation Systems Ltd-DVR,570004,JISLDVREQS
4057,Jullundur Motor Agency (Delhi) Ltd,,JMA
4058,Jocil Ltd,,JOCIL
4059,Jubilant Agri & Consumer Products Ltd,544355,JUBLCPL
4060,Kalyani Commercials Ltd,,KALYANI
4061,Kapston Services Ltd,,KAPSTON
4062,Kothari Sugars & Chemicals Ltd,,KOTARISUG
4063,Kothari Petrochemicals Ltd,,KOTHARIPET
4064,Krishana Phoschem Ltd,,KRISHANA
4065,Kritika Wires Ltd,,KRITIKA
4066,KRN Heat Exchanger and Refrigeration Ltd,544263,KRN
4067,Kross Ltd,544253,KROSS
4068,Kshitij Polyline Ltd,,KSHITIJPOL
4069,Lagnam Spintex Ltd,,LAGNAM
4070,Lakshmi Precision Screws Ltd,506079,LAKPRE
4071,Latteys Industries Ltd,,LATTEYS
4072,Laxmi Cotspin Ltd,,LAXMICOT
4073,Laxmi Dental Ltd,544339,LAXMIDENTL
4074,Lexus Granito (India) Ltd,,LEXUS
4075,Lakshmi Finance & Industrial Corporation Ltd,,LFIC
4076,Laxmi Goldorna House Ltd,,LGHL
4077,Libas Consumer Products Ltd,,LIBAS
4078,Mahindra & Mahindra Ltd,500520,M%26M
4079,Mahindra & Mahindra Financial Services Ltd,532720,M%26MFIN
4080,Macpower CNC Machines Ltd,,MACPOWER
4081,Maheshwari Logistics Ltd,,MAHESHWARI
4082,Mamata Machinery Ltd,544318,MAMATA
4083,Manba Finance Ltd,544262,MANBA
4084,Marine Electricals (India) Ltd,,MARINE
4085,Marshall Machines Ltd,,MARSHALL
4086,Mask Investments Ltd,,MASKINVEST
4087,Madhya Bharat Agro Products Ltd,,MBAPL
4088,Madhav Copper Ltd,,MCL
4089,Mahalaxmi Fabric Mills Ltd,544233,MFML
4090,Mitcon Consultancy & Engineering Services Ltd,,MITCON
4091,Mittal Life Style Ltd,,MITTAL
4092,MMP Industries Ltd,,MMP
4093,One Mobikwik Systems Ltd,544305,MOBIKWIK
4094,Moksh Ornaments Ltd,,MOKSH
4095,NBI Industrial Finance Company Ltd,,NBIFIN
4096,Naga Dhunseri Group Ltd,,NDGL
4097,Niraj Ispat Industries Ltd,,NIRAJISPAT
4098,Nitiraj Engineers Ltd,,NITIRAJ
4099,Niva Bupa Health Insurance Company Ltd,544286,NIVABUPA
4100,Northern ARC Capital Ltd,544260,NORTHARC
4101,Nupur Recyclers Ltd,,NRL
4102,NTPC Green Energy Ltd,544289,NTPCGREEN
4103,OCCL Ltd,544278,OCCLLTD
4104,Odigma Consultancy Solutions Ltd,544301,ODIGMA
4105,Ola Electric Mobility Ltd,544225,OLAELEC
4106,Omkar Speciality Chemicals Ltd,533317,OMKARCHEM
4107,One Point One Solutions Ltd,,ONEPOINT
4108,OneSource Specialty Pharma Ltd,544292,ONESOURCE
4109,Orient Technologies Ltd,544235,ORIENTTECH
4110,Ortel Communications Ltd,539015,ORTEL
4111,Osia Hyper Retail Ltd,,OSIAHYPER
4112,Shreeoswal Seeds & Chemicals Ltd,,OSWALSEEDS
4113,Panache Digilife Ltd,,PANACHE
4114,Pansari Developers Ltd,,PANSARI
